ChocolateId,Company,Specific Bean Origin or Bar Name,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType
CHOC0942,La Pepa de Oro,Vinces,2011,60%,Ecuador,3.25, 
CHOC0943,Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75%,France,2.75,Trinitario
CHOC0944,Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75%,France,2.75,Trinitario
CHOC0945,Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75%,France,3, 
CHOC0946,Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75%,France,3.25, 
CHOC0947,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75%,France,3, 
CHOC0948,Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75%,France,3.5,Forastero
CHOC0949,Laia aka Chat-Noir,"Bahia, Batch 148",2015,75%,France,3.25, 
CHOC0950,Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75%,France,3.75,Trinitario
CHOC0951,Laia aka Chat-Noir,Cuba,2014,70%,France,2.75, 
CHOC0952,Laia aka Chat-Noir,Trinidad-Tobago,2014,68%,France,2.75, 
CHOC0953,Lajedo do Ouro,Catongo,2012,70%,Brazil,3.5,Forastero (Catongo)
CHOC0954,Lake Champlain (Callebaut),Tanzania,2009,75%,U.S.A.,2.5, 
CHOC0955,L'Amourette,Rugoso,2016,80%,U.S.A.,3.5,Trinitario
CHOC0956,L'Amourette,Carenero Superior,2012,75%,U.S.A.,3,Trinitario
CHOC0957,L'Amourette,Rio Caribe,2012,75%,U.S.A.,3,Trinitario
CHOC0958,L'Amourette,Blend,2012,72%,U.S.A.,3,Criollo
CHOC0959,Letterpress,"La Masica, Batch 7, FHIA",2017,70%,U.S.A.,3.5, 
CHOC0960,Letterpress,"Maya Mtn, Batch 18, Heirloom",2017,70%,U.S.A.,3.25, 
CHOC0961,Letterpress,Liberia,2016,70%,U.S.A.,3.25, 
CHOC0962,Letterpress,Beniamo,2015,70%,U.S.A.,3.25, 
CHOC0963,Letterpress,"San Juan Estate, Gran Couva",2015,70%,U.S.A.,3.5,Trinitario
CHOC0964,Letterpress,San Andres,2015,70%,U.S.A.,3, 
CHOC0965,Letterpress,"La Red, Guaconejo",2015,70%,U.S.A.,3.25, 
CHOC0966,Letterpress,Kokoa Kamili,2015,70%,U.S.A.,3.5, 
CHOC0967,Letterpress,Maranura,2014,70%,U.S.A.,3.5,Forastero (Nacional)
CHOC0968,Levy,Sambirano,2014,71%,Finland,3.5,Criollo
CHOC0969,Lilla,Madagascar,2016,70%,Finland,3,Trinitario
CHOC0970,Lillie Belle,Perfect Illusion,2012,65%,U.S.A.,3.5,Criollo
CHOC0971,Lillie Belle,"Bolivia, Wild Thing",2012,68%,U.S.A.,3.5,Criollo
CHOC0972,Lillie Belle,La Selva,2012,68%,U.S.A.,3.75, 
CHOC0973,Lillie Belle,Purple Haze,2012,75%,U.S.A.,2.75, 
CHOC0974,Lillie Belle,"The Other One, Grand Cru",2012,74%,U.S.A.,3, 
CHOC0975,Lillie Belle,Wild Thing,2012,68%,U.S.A.,3.5,Criollo
CHOC0976,Lindt & Sprungli,Excellence (US Version),2007,85%,Switzerland,3, 
CHOC0977,Loiza,Puerto Rico,2013,65%,Puerto Rico,2.5, 
CHOC0978,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",2014,70%,U.S.A.,3.75, 
CHOC0979,Lonohana,"Haleiwa E, O'ahu, 2014",2014,65%,U.S.A.,3.25, 
CHOC0980,Lonohana,"Haleiwa E, O'ahu, 2014",2014,75%,U.S.A.,3.75, 
CHOC0981,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71%,U.S.A.,3, 
CHOC0982,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72%,U.S.A.,3, 
CHOC0983,Lonohana,"Hawaiian Crown, Kona Vanilla",2013,70%,U.S.A.,3.5, 
CHOC0984,Love Bar,Nicaragua,2015,75%,U.S.A.,2, 
CHOC0985,Luker,Selva,2010,46%,Colombia,2.75, 
CHOC0986,Luker,Macondo,2010,60%,Colombia,3, 
CHOC0987,Luker,Misterio,2010,58%,Colombia,3, 
CHOC0988,Luker,Santander,2010,65%,Colombia,3.5, 
CHOC0989,Machu Picchu Trading Co.,Peru,2011,70%,Peru,1.5, 
CHOC0990,Machu Picchu Trading Co.,Peru,2010,55%,Peru,2.25, 
CHOC0991,Madecasse (Cinagra),Madagascar,2008,67%,Madagascar,3.5,Trinitario
CHOC0992,Madecasse (Cinagra),Madagascar,2008,70%,Madagascar,3.75,Trinitario
CHOC0993,Madecasse (Cinagra),Madagascar,2008,63%,Madagascar,4,Trinitario
CHOC0994,Madecasse (Cinagra),Madagascar,2008,75%,Madagascar,3.5,Trinitario
CHOC0995,Madre,Guadalcanal,2017,73%,U.S.A.,3.5, 
CHOC0996,Madre,Puerto Rico,2013,70%,U.S.A.,2.75, 
CHOC0997,Madre,Brazil,2013,70%,U.S.A.,3.5, 
CHOC0998,Madre,"Choobua, Kona",2013,70%,U.S.A.,2.75, 
CHOC0999,Madre,"Xocunusco, Chiapas, Pichucalco",2013,70%,U.S.A.,2.75, 
CHOC1000,Madre,"Hamakua Coast, Kokoleka",2012,70%,U.S.A.,3.25, 
CHOC1001,Madre,"Criollo, Hawaii",2012,70%,U.S.A.,3.25,Criollo
CHOC1002,Madre,Kaua'i,2012,70%,U.S.A.,3.5, 
CHOC1003,Madre,Dominican,2011,70%,U.S.A.,2.5, 
CHOC1004,Madre,Upala,2011,70%,U.S.A.,2.75, 
CHOC1005,Madre,"Chiapas, Triple Cacao",2010,72%,U.S.A.,2.75, 
CHOC1006,Maglio,Africa,2008,75%,Italy,2, 
CHOC1007,Maglio,Ecuador,2008,70%,Italy,3,Forastero (Nacional)
CHOC1008,Maglio,Cuba,2008,70%,Italy,3.25,Criollo
CHOC1009,Maglio,Santo Domingo,2008,70%,Italy,3.75,"Blend-Forastero,Criollo"
CHOC1010,Majani,Ecuador,2010,70%,Italy,2, 
CHOC1011,Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75%,Madagascar,2.75,Trinitario
CHOC1012,Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73%,Madagascar,3.5,Trinitario
CHOC1013,Malagos,"Davao, Mt. Talamo foothills",2013,65%,Philippines,3.5,Trinitario
CHOC1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55%,U.S.A.,3.5, 
CHOC1015,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55%,U.S.A.,2.75,Blend
CHOC1016,Malmo,Chuao,2016,70%,Sweden,3, 
CHOC1017,Mana,Ecuador,2015,74%,U.S.A.,2.5, 
CHOC1018,Mana,Peru,2014,74%,U.S.A.,2.5, 
CHOC1019,Mana,Venezuela,2014,74%,U.S.A.,2.75, 
CHOC1020,Mana,Conacado,2012,74%,U.S.A.,3.75, 
CHOC1021,Manifesto Cacao,Colombia,2014,70%,Colombia,2.75, 
CHOC1022,Manoa,Markham Valley,2015,72%,U.S.A.,3.5, 
CHOC1023,Manoa,Coto Brus,2015,72%,U.S.A.,3.75, 
CHOC1024,Manoa,"Waiahole, O'ahu",2013,72%,U.S.A.,3.75, 
CHOC1025,Manoa,"Liberia, #174",2012,72%,U.S.A.,3.25, 
CHOC1026,Manoa,"Hamakua, Hawaiian Crown, #176",2012,72%,U.S.A.,2.75, 
CHOC1027,Manoa,Piura,2012,72%,U.S.A.,3, 
CHOC1028,Manoa,"Oahu, Winward, #151, Maunawili district",2012,72%,U.S.A.,3.25, 
CHOC1029,Manufaktura Czekolady,Johe,2016,70%,Poland,3.75, 
CHOC1030,Manufaktura Czekolady,Peru,2016,70%,Poland,3.5, 
CHOC1031,Manufaktura Czekolady,Porcelana,2014,70%,Poland,3.75,Criollo
CHOC1032,Manufaktura Czekolady,Kolumbia,2014,85%,Poland,3.5, 
CHOC1033,Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70%,Poland,3.25, 
CHOC1034,Manufaktura Czekolady,Grand Cru Ghana,2012,70%,Poland,3.5,Forastero
CHOC1035,Manufaktura Czekolady,Grand Cru Ecuador,2012,70%,Poland,3.25, 
CHOC1036,Map Chocolate,"Ben Tre, Surprise Valley",2016,75%,U.S.A.,3.25,Trinitario
CHOC1037,Map Chocolate,"ROIG, 2014",2015,70%,U.S.A.,3.5,"Criollo, Trinitario"
CHOC1038,Map Chocolate,"Maranon, 2014",2015,62%,U.S.A.,3.5,Forastero (Nacional)
CHOC1039,Map Chocolate,Ecuador,2015,70%,U.S.A.,3.5,Trinitario
CHOC1040,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,70%,U.S.A.,2.75,Trinitario
CHOC1041,Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70%,U.S.A.,3.5, 
CHOC1042,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68%,U.S.A.,3.5,Criollo
CHOC1043,Map Chocolate,Colombia,2015,75%,U.S.A.,2.75, 
CHOC1044,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72%,U.S.A.,3, 
CHOC1045,Map Chocolate,Le Chocolat Chaud,2015,78%,U.S.A.,3.5, 
CHOC1046,Marana,Piura,2016,70%,Peru,3, 
CHOC1047,Marana,Cusco,2016,70%,Peru,2.75, 
CHOC1048,Marana,San Martin,2016,70%,Peru,3, 
CHOC1049,Marigold's Finest,Cacao Nib Crunch,2016,75%,Canada,3.25, 
CHOC1050,Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85%,Vietnam,3.25,Trinitario
CHOC1051,Marou,Ben Tre,2015,68%,Vietnam,3.5,Trinitario
CHOC1052,Marou,"Dak Lak, Batch 2451",2015,70%,Vietnam,3.75,Trinitario
CHOC1053,Marou,"Tan Phu Dong, Treasure Island",2013,75%,Vietnam,3.5,Trinitario
CHOC1054,Marou,Ba Ria,2012,76%,Vietnam,3.5,Trinitario
CHOC1055,Marou,Dong Nai,2012,72%,Vietnam,3.5,Trinitario
CHOC1056,Marou,"Tien Giang, Gao Co-op",2012,70%,Vietnam,3.5,Trinitario
CHOC1057,Marou,Ben Tre,2012,78%,Vietnam,3.5,Trinitario
CHOC1058,Marou,Tien Giang,2012,80%,Vietnam,3,Trinitario
CHOC1059,Marou,Lam Dong,2012,74%,Vietnam,3.5,Trinitario
CHOC1060,Mars,"Matina 1-6, prototype",2010,65%,U.S.A.,3, 
CHOC1061,Mars,Ivory Coast,2010,65%,U.S.A.,3, 
CHOC1062,Mars,Nigeria,2010,65%,U.S.A.,3.25, 
CHOC1063,Mars,"Ghana, prototype",2010,65%,U.S.A.,3.5,Forastero
CHOC1064,Marsatta,Dominican Republic,2013,74%,U.S.A.,2.25, 
CHOC1065,Marsatta,Dominican Republic,2013,89%,U.S.A.,2.5, 
CHOC1066,Martin Mayer,Alto Beni,2016,76%,Austria,2.75, 
CHOC1067,Martin Mayer,Pisa,2016,82%,Austria,3, 
CHOC1068,Martin Mayer,Tumaco,2016,74%,Austria,3.25, 
CHOC1069,Mast Brothers,Guatemala,2015,76%,U.S.A.,3, 
CHOC1070,Mast Brothers,Tanzania,2015,74%,U.S.A.,3.25, 
CHOC1071,Mast Brothers,French Laundry 20th Anniversary,2014,75%,U.S.A.,3.75,Blend
CHOC1072,Mast Brothers,Shake Shack,2012,73%,U.S.A.,3.5,Blend
CHOC1073,Mast Brothers,Madagascar,2012,72%,U.S.A.,2.5,Trinitario
CHOC1074,Mast Brothers,Chuao,2012,73%,U.S.A.,2.75,Trinitario
CHOC1075,Mast Brothers,Brooklyn Blend,2011,72%,U.S.A.,3.5, 
CHOC1076,Mast Brothers,"Chuao, Med. Roast",2011,76%,U.S.A.,3,Trinitario
CHOC1077,Mast Brothers,"Chuao, Dark Roast",2011,70%,U.S.A.,3,Trinitario
CHOC1078,Mast Brothers,"Chuao, Light Roast",2011,81%,U.S.A.,2.75,Trinitario
CHOC1079,Mast Brothers,Moho River,2011,70%,U.S.A.,3.5,Trinitario
CHOC1080,Mast Brothers,Papua New Guinea,2011,71%,U.S.A.,2.75, 
CHOC1081,Mast Brothers,San Martin,2011,75%,U.S.A.,3, 
CHOC1082,Mast Brothers,Conacado,2011,73%,U.S.A.,3.25, 
CHOC1083,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74%,U.S.A.,3.75, 
CHOC1084,Mast Brothers,Patanemo,2010,81%,U.S.A.,2.75,Criollo
CHOC1085,Mast Brothers,Ocumare de la Costa,2010,75%,U.S.A.,3, 
CHOC1086,Mast Brothers,"Dominican Republic, Coop",2010,70%,U.S.A.,3.25, 
CHOC1087,Matale,"Malekula P., 2013",2013,72%,Australia,3.5,Trinitario
CHOC1088,Matale,"Somia, 2013",2013,68%,Australia,4,Trinitario
CHOC1089,Matale,"Kulili P., 2013",2013,74%,Australia,4,Trinitario
CHOC1090,Matale,Blend,2013,70%,Australia,3.75,Trinitario
CHOC1091,Maverick,Maya Mountain,2014,70%,U.S.A.,3.25,Trinitario
CHOC1092,Maverick,Elvesia,2014,70%,U.S.A.,3.25, 
CHOC1093,Maverick,Tumbes,2014,82%,U.S.A.,3.25,Criollo
CHOC1094,Maverick,"Morropon, Norandiono Coop, Piura",2014,63%,U.S.A.,3.5,Criollo
CHOC1095,Mayacama,Hispaniola,2016,72%,U.S.A.,3, 
CHOC1096,Meadowlands,Bolivia,2014,70%,U.S.A.,2.5, 
CHOC1097,Meadowlands,Venezuela,2014,70%,U.S.A.,2.75, 
CHOC1098,Meadowlands,Belize,2014,70%,U.S.A.,3,Trinitario
CHOC1099,Meadowlands,"Nicaragua, w/ inbs",2014,70%,U.S.A.,3, 
CHOC1100,Meadowlands,Dominican Republic,2014,70%,U.S.A.,3.5, 
CHOC1101,Menakao (aka Cinagra),Madagascar,2012,80%,Madagascar,2.5,Trinitario
CHOC1102,Menakao (aka Cinagra),Madagascar,2012,72%,Madagascar,2.5,Trinitario
CHOC1103,Mesocacao,El Salvador,2015,80%,Honduras,2.75, 
CHOC1104,Mesocacao,El Salvador,2015,70%,Honduras,3, 
CHOC1105,Mesocacao,Honduras,2014,80%,Honduras,3.25, 
CHOC1106,Mesocacao,Honduras,2014,70%,Honduras,3.5, 
CHOC1107,Mesocacao,"La Tronca, Matagalpa",2014,70%,Honduras,3.25, 
CHOC1108,Mesocacao,"La Tronca, Matagalpa",2014,80%,Honduras,3.5, 
CHOC1109,Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70%,Sweden,3, 
CHOC1110,Metiisto,Akesson Estate,2014,72%,Sweden,3.5,Trinitario
CHOC1111,Metropolitan,South America,2015,70%,Amsterdam,3.5,Trinitario
CHOC1112,Michel Cluizel,"Chiapas, Mokaya P.",2012,66%,France,3.75, 
CHOC1113,Michel Cluizel,"Carenero Superior, Concepcion",2007,66%,France,3.5,Trinitario
CHOC1114,Michel Cluizel,Vila Gracinda,2007,67%,France,3.5,Forastero
CHOC1115,Michel Cluizel,Carre Amer,2006,60%,France,2, 
CHOC1116,Michel Cluizel,Carre Grand Noir,2006,85%,France,2, 
CHOC1117,Michel Cluizel,Tamarina,2006,70%,France,3,Forastero
CHOC1118,Michel Cluizel,Los Ancones P.,2006,67%,France,4, 
CHOC1119,Michel Cluizel,Mangaro P.,2006,65%,France,4,Trinitario
CHOC1120,Michel Cluizel,Maralumi P.,2006,64%,France,4, 
CHOC1121,Michel Cluizel,Noir Infini,2006,99%,France,2, 
CHOC1122,Middlebury,Maya Mountain,2015,80%,U.S.A.,3.5,Trinitario
CHOC1123,Middlebury,San Juan Estate,2015,70%,U.S.A.,3.5,Trinitario
CHOC1124,Middlebury,Oko Caribe,2015,75%,U.S.A.,3.75, 
CHOC1125,Middlebury,"Patanemo, Epoch, Donaldo",2015,75%,U.S.A.,3.75, 
CHOC1126,Middlebury,Kokoa Kamili,2015,75%,U.S.A.,3.25, 
CHOC1127,Middlebury,"Matagalpa, Cacao Bisiesto",2015,70%,U.S.A.,3.5, 
CHOC1128,Middlebury,La Red,2013,75%,U.S.A.,2.5, 
CHOC1129,Middlebury,Belize,2013,80%,U.S.A.,3.25,Trinitario
CHOC1130,Middlebury,Houseblend,2012,65%,U.S.A.,1.5, 
CHOC1131,Middlebury,Alto Beni,2012,75%,U.S.A.,2,Criollo
CHOC1132,Middlebury,"Balinese, Java",2012,70%,U.S.A.,2.5,Criollo
CHOC1133,Milka, Alpenmilch,2021,30%,Switzerland,sehr lecker,
CHOC1134,Milka, Dunkle Alpenmilch,2021,40%,Switzerland,auch sehr lecker,
CHOC1135,Millcreek Cacao Roasters,Ecuador,2013,70%,U.S.A.,2.5,Forastero (Nacional)
CHOC1136,Millcreek Cacao Roasters,Ecuador,2012,70%,U.S.A.,3.5, 
CHOC1137,Mindo,Ecuador,2010,67%,U.S.A.,2.75, 
CHOC1138,Mindo,Ecuador,2010,77%,U.S.A.,2.75, 
CHOC1139,Minimal,"Acul-du-Nord, 2015",2016,70%,Japan,3.5,"Criollo, Trinitario"
CHOC1140,Mission,"Fazenda Camboa, Bahia",2016,75%,Brazil,3.75, 
CHOC1141,Mission,"Bahia, Fazenda Venturosa",2015,70%,Brazil,3.5,Forastero (Parazinho)
CHOC1142,Mita,Tumaco,2012,65%,Colombia,2.5, 
CHOC1143,Moho,"Toledo District, w/ nibs",2013,73%,U.S.A.,3.25,Trinitario
CHOC1144,Moho,Toledo District,2013,72%,U.S.A.,3,Trinitario
CHOC1145,Moho,"Umoho R., Toledo District, San Felipe",2010,67%,U.S.A.,2.75,Trinitario
CHOC1146,Molucca,La Red,2015,70%,U.S.A.,3, 
CHOC1147,Molucca,Indonesia,2015,70%,U.S.A.,2.75, 
CHOC1148,Molucca,Peru,2015,70%,U.S.A.,3.25, 
CHOC1149,Momotombo,Matagalpa,2011,70%,Nicaragua,2.75, 
CHOC1150,Momotombo,Mombacho,2011,70%,Nicaragua,2.75, 
CHOC1151,Momotombo,Oscuro,2011,70%,Nicaragua,3.25, 
CHOC1152,Monarque,Oko Caribe,2016,72%,Canada,3.5, 
CHOC1153,Monsieur Truffe,Papaua New Guinea,2014,70%,Australia,3.25, 
CHOC1154,Montecristi,Manabi,2015,70%,Ecuador,3.25, 
CHOC1155,Montecristi,Manabi,2015,63%,Ecuador,3.5, 
CHOC1156,Montecristi,Manabi,2015,85%,Ecuador,3.5, 
CHOC1157,Muchomas (Mesocacao),Nicaragua,2015,70%,U.S.A.,3.5, 
CHOC1158,Muchomas (Mesocacao),Nicaragua,2015,80%,U.S.A.,3.5, 
CHOC1159,Mutari,"Kokoa Kamili, batch 1 SRB",2016,68%,U.S.A.,2.75, 
CHOC1160,Mutari,"Oko Caribe, batch 1 SRB",2016,71%,U.S.A.,2.75, 
CHOC1161,Mutari,"Ambanja, batch 1 SRB",2016,68%,U.S.A.,2.75, 
CHOC1162,Mutari,"Tien Giang, batch 1 SRB",2016,80%,U.S.A.,3,Trinitario
CHOC1163,Nahua,"Costa Rica, Oscuro",2013,58%,Costa Rica,2.5, 
CHOC1164,Nahua,"Costa Rica, Oscuro",2013,70%,Costa Rica,3, 
CHOC1165,Naive,Trinidad & Tobago,2013,70%,Lithuania,3.75, 
CHOC1166,Naive,"Maranon Canyon, Fortunato No. 4",2013,78%,Lithuania,3.75,Forastero (Nacional)
CHOC1167,Naive,Grenada,2012,71%,Lithuania,2.5,Trinitario
CHOC1168,Na�ve,Nicaragua,2014,70%,Lithuania,3.25,Criollo
CHOC1169,Na�ve,Chuao,2014,75%,Lithuania,2.75,Trinitario
CHOC1170,Na�ve,Barinas,2014,70%,Lithuania,3, 
CHOC1171,Nanea,Criollo Blend,2013,85%,U.S.A.,3.5, 
CHOC1172,Nathan Miller,Peru,2014,72%,U.S.A.,2.25, 
CHOC1173,Nathan Miller,Hispaniola,2014,70%,U.S.A.,2.5, 
CHOC1174,Nathan Miller,Madagascar,2014,73.5%,U.S.A.,2.5,Trinitario
CHOC1175,Nathan Miller,Ghana,2014,70%,U.S.A.,3.5,Forastero
CHOC1176,Neuhaus (Callebaut),Papua New Guinea,2010,70%,Belgium,2.5,Criollo
CHOC1177,Neuhaus (Callebaut),Manickchand Estate,2008,67%,Belgium,3.75,Trinitario
CHOC1178,Neuhaus (Callebaut),Dark,2007,73%,Belgium,1, 
CHOC1179,Neuhaus (Callebaut),West Africa,2006,73%,Belgium,2,Forastero
CHOC1180,Neuhaus (Callebaut),Sao Tome,2006,75%,Belgium,2.75,Forastero
CHOC1181,Neuhaus (Callebaut),Ocumare,2006,71%,Belgium,3,Criollo
CHOC1182,Nibble,Patanemo,2015,72%,U.S.A.,2.25,Criollo
CHOC1183,Nibble,Elvesia P.,2015,72%,U.S.A.,2.75,Trinitario
CHOC1184,Nibble,"Ambanja, Sambirano Valley",2015,72%,U.S.A.,3,Trinitario
CHOC1185,Nibble,Tumbes,2015,72%,U.S.A.,3,Criollo
CHOC1186,Night Owl,Peru,2013,75%,U.S.A.,2.75, 
CHOC1187,Night Owl,Ecuador,2013,75%,U.S.A.,3.5, 
CHOC1188,Noble Bean aka Jerjobo,Ghana,2014,75%,U.S.A.,3,Forastero
CHOC1189,Noble Bean aka Jerjobo,Moho Valley,2014,75%,U.S.A.,3,Trinitario
CHOC1190,Noble Bean aka Jerjobo,Maranon Canyon,2014,75%,U.S.A.,3.25,Forastero (Nacional)
CHOC1191,Noir d' Ebine,Venezuela,2012,70%,U.S.A.,3, 
CHOC1192,Noir d' Ebine,Ecuador,2012,70%,U.S.A.,3, 
CHOC1193,Nova Monda,"La Patriota, cacao Indio, purple label",2012,70%,Nicaragua,3, 
CHOC1194,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75%,Niacragua,2.75, 
CHOC1195,Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80%,Nicaragua,3.25,Forastero (Nacional)
CHOC1196,Nuance,"Ghana, 2013",2015,70%,U.S.A.,3.75,Forastero
CHOC1197,Nuance,"Ecuador, 2013",2015,70%,U.S.A.,2.75,Trinitario
CHOC1198,Nuance,"Canoabo, 2013",2015,70%,U.S.A.,3,Criollo
CHOC1199,Nuance,"Sambirano Valley, 2012",2015,70%,U.S.A.,3.5,Trinitario
CHOC1200,Nuance,La Red,2015,70%,U.S.A.,3.75, 
CHOC1201,Nugali,Fazenda Leolinda,2016,70%,Brazil,3.5,Trinitario (Scavina)
CHOC1202,Oakland Chocolate Co.,Jamaica,2010,70%,U.S.A.,2.5,Trinitario
CHOC1203,Obolo,Pangoa,2015,70%,Chile,3.75,Criollo
CHOC1204,Obolo,"Pangoa, w/ nibs",2015,70%,Chile,3.75,Criollo
CHOC1205,Ocelot,Virunga,2015,70%,Scotland,3.75,Forastero
CHOC1206,Ocelot,Piura,2015,75%,Scotland,4,Criollo
CHOC1207,Ocho,Sang Yum Coop,2016,100%,New Zealand,2.75, 
CHOC1208,Ocho,Sang Yum Coop,2016,70%,New Zealand,3.5, 
CHOC1209,Ocho,"PNG, Devotion",2014,66%,New Zealand,2.75, 
CHOC1210,Ocho,"PNG, Revolution",2014,70%,New Zealand,3, 
CHOC1211,Ocho,"PNG, Voodoo",2014,88%,New Zealand,3.25, 
CHOC1212,Ocho,"PNG, Nib Bar",2014,74%,New Zealand,3.5, 
CHOC1213,Ohiyo,"San Juan Estate, Gran Couva",2015,70%,U.S.A.,2.75,Trinitario
CHOC1214,Ohiyo,Tanzania,2015,70%,U.S.A.,3, 
CHOC1215,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70%,Germany,3.5,Criollo
CHOC1216,Olive and Sinclair,Dominican Republic prototype,2010,72%,U.S.A.,3, 
CHOC1217,Olive and Sinclair,Ghana prototype,2010,72%,U.S.A.,3,Forastero
CHOC1218,Olive and Sinclair,Dark 67,2009,67%,U.S.A.,2.75, 
CHOC1219,Olive and Sinclair,Dark 75,2009,75%,U.S.A.,3, 
CHOC1220,Olivia,Carribean-Raw,2011,76%,Canada,2, 
CHOC1221,Olivia,Carribean,2011,76%,Canada,2.75, 
CHOC1222,Olivia,Carribean,2011,85%,Canada,2.75, 
CHOC1223,Olivia,Carribean-Raw,2011,85%,Canada,3, 
CHOC1224,Omanhene,Ghana,2011,80%,Ghana,2.75,Forastero
CHOC1225,Omnom,"Kakao Kamili, Kilombero Valley",2016,70%,Iceland,3.75,Trinitario
CHOC1226,Omnom,Papua New Guinea,2014,70%,Iceland,3, 
CHOC1227,Omnom,Madagascar,2014,66%,Iceland,3.5,Trinitario
CHOC1228,organicfair,Maya Mountain,2013,74%,Canada,2.75,Trinitario
CHOC1229,organicfair,La Red,2013,72%,Canada,2.75, 
CHOC1230,organicfair,Nicaraqua,2013,72%,Canada,2.75,Trinitario
CHOC1231,organicfair,Caribe,2013,72%,Canada,3, 
CHOC1232,organicfair,Mindo,2013,72%,Canada,3,Trinitario
CHOC1233,Original Beans (Felchlin),Papua Kerafat,2014,68%,Switzerland,2.75, 
CHOC1234,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80%,Switzerland,3.25,Blend
CHOC1235,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66%,Switzerland,3.75, 
CHOC1236,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70%,Switzerland,3,Forastero
CHOC1237,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75%,Switzerland,3,Criollo
CHOC1238,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68%,Switzerland,3.25, 
CHOC1239,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60%,U.S.A.,3,Criollo
CHOC1240,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60%,U.S.A.,3, 
CHOC1241,Orquidea,Peru,2012,65%,Peru,3, 
CHOC1242,Orquidea,Peru,2012,72%,Peru,3, 
CHOC1243,Pacari,"Sierra Nevada, Tutu Iku",2016,70%,Ecuador,4, 
CHOC1244,Pacari,Garaua,2014,70%,Ecuador,3.25, 
CHOC1245,Pacari,Cumbia,2014,70%,Ecuador,3.5, 
CHOC1246,Pacari,Montubia,2014,70%,Ecuador,3.75, 
CHOC1247,Pacari,Tangara,2014,70%,Ecuador,4, 
CHOC1248,Pacari,"Ecuador, raw",2012,85%,Ecuador,2.75, 
CHOC1249,Pacari,Piura,2012,70%,Ecuador,4, 
CHOC1250,Pacari,Nube- prototype,2011,70%,Ecuador,3.5, 
CHOC1251,Pacari,Esmeraldas,2008,60%,Ecuador,2.5,Forastero (Arriba)
CHOC1252,Pacari,Manabi,2008,65%,Ecuador,2.75,Forastero (Arriba)
CHOC1253,Pacari,Los Rios,2008,72%,Ecuador,3,Forastero (Arriba)
CHOC1254,Pacari,Raw,2008,100%,Ecuador,2,Forastero (Arriba)
CHOC1255,Pacari,Raw,2008,70%,Ecuador,3.5,Forastero (Arriba)
CHOC1256,Palette de Bine,Lachua,2016,70%,Canada,2.75, 
CHOC1257,Palette de Bine,Maya Mtn,2016,72%,Canada,3,Trinitario
CHOC1258,Palette de Bine,"Silvestre, La Paz, Beni",2015,70%,Canada,3.25, 
CHOC1259,Palette de Bine,"San Juan Estate, Gran Couva",2015,70%,Canada,3.25,Trinitario
CHOC1260,Palette de Bine,Kokoa Kamili,2015,72%,Canada,3.5, 
CHOC1261,Palette de Bine,Lam Dong,2015,72%,Canada,3.75,Trinitario
CHOC1262,Palette de Bine,"Alto Beni, Palos Blancos",2014,72%,Canada,2.75, 
CHOC1263,Palette de Bine,Sambirano,2014,78%,Canada,3.75,Trinitario
CHOC1264,Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75%,Canada,2.75, 
