Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Release Year,Total_Popularity_Score,Cross_Platform_Count,Release_Year,Artist_Song_Count,YouTube_Engagement_Rate,TikTok_Engagement_Rate
Live Another Day,Phonkageddon,Kordhell,8/27/2021,QZMEM2171029,3470,23.2,283108860.0,69176.0,20246527.0,66.0,147447680.0,1916013.0,115000.0,93038800.0,1067856594.0,56188.0,14.0,1.0,86.0,3.0,91280.0,1.0,2893729.0,1198.0,1365064.0,1,2021,0.026373552,1,2021.0,2,0.012994535,809.026
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,EGA092200106,3468,23.2,8316794.0,1342.0,217990.0,47.0,148269620.0,1257935.0,173.0,15714.0,307818.0,98142716.0,28.0,631.0,86.0,1.0,2094.0,17.0,12735768.5,7832.0,8447.0,0,2021,0.0036754957,0,2021.0,1,0.008484112,90.31609
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,USSD12100294,3460,23.2,293361820.0,61096.0,10057845.0,66.0,141862020.0,1051171.0,678500.0,156741580.0,1336043098.0,8383884.0,58.0,1054.0,86.0,10.0,582123.0,2.0,7467616.0,1862.0,717742.0,1,2021,0.027962307,2,2021.0,19,0.00740982,231.01158
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,BCFWR2100002,3469,23.2,158404130.0,19033.0,5413126.0,51.0,156298380.0,1025633.0,2418608.0,89218584.0,927182106.0,218620029.0,32.0,5312.0,86.0,27.0,134250.0,4.0,1380.0,4.0,854584.0,0,2021,0.01679117,2,2021.0,2,0.0065620258,36.888386
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,FR26V2072992,3475,23.2,60358584.0,32582.0,1788403.0,50.0,43371350.0,749082.0,3001121.0,650159400.0,8680132146.0,994101.0,4.0,340.0,86.0,15.0,237120.5,3.0,2287886.0,1511.0,3413948.0,1,2020,0.01481706,1,2020.0,1,0.017271377,216.63878
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,QZ22S1800006,3466,23.2,609984800.0,66397.0,14589013.0,74.0,255780700.0,1101498.0,91600.0,18502724.0,142412314.0,400499073.0,43.0,162999.0,8.0,4.0,3383.0,12.0,231456245.0,81165.0,1494580.0,0,2018,0.05297635,2,2018.0,20,0.0043064193,201.9926
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,TRAUR2300024,3467,23.2,63442980.0,10414.0,1765706.0,58.0,127252830.0,552569.0,84400.0,3171710.0,108671025.0,4788783.0,7.0,4502.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,224773.0,0,2023,0.007582964,0,2023.0,1,0.0043423004,37.579067
Clouds,Clouds - Single,BUNT.,1/12/2023,QZTBB2202743,3459,23.2,149986290.0,48038.0,50298372.0,63.0,9500978.0,157127.0,369.0,686653.0,13195696.0,5469007.0,31.0,11060.0,185.0,40.0,658774.0,11.0,2277841.0,391.0,668816.0,0,2023,0.011880842,0,2023.0,1,0.016538085,1855.8217
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,QMRSZ2301462,3456,23.2,21485336.0,4032.0,1727967.0,35.0,5878965.0,68296.0,7812.0,786980.0,9858141.0,151380225.0,9.0,85293.0,8.0,15.0,237120.5,11.0,28859182.0,1470.0,92321.0,0,2023,0.0018038688,0,2023.0,6,0.011617179,100.72712
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/2024,USUG12400786,3453,23.2,77564570.0,7109.0,6908240.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,23.0,4805.0,86.0,8.0,1666518.0,15.0,18934813.0,5191.0,115609.0,0,2024,0.009443341,0,2024.0,20,0.008484112,145.63261
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,USDXS2202170,3454,23.2,175374240.0,19506.0,8147122.0,66.0,236220300.0,1251377.0,32800.0,18078776.0,146435027.0,98142716.0,4.0,104.0,86.0,15.0,237120.5,17.0,12750592.0,2203.0,460868.0,0,2022,0.01873431,1,2022.0,8,0.005297504,551.16547
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,USSM11408374,3457,23.2,1060255200.0,88246.0,45330466.0,71.0,950074240.0,5331921.0,639780.0,19939784.0,196304893.0,200462207.0,117.0,54682.0,32.0,183.0,224787.0,23.0,12735768.5,7832.0,8460234.0,0,2015,0.102230966,3,2015.0,8,0.005612111,31.166576
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,QMRSZ1802908,3463,23.2,509011260.0,72182.0,9700882.0,67.0,220773540.0,2241242.0,195726.0,94397650.0,685543612.0,40401043.0,31.0,9535.0,86.0,2.0,16182.0,1.0,127404246.0,79212.0,3377256.0,0,2019,0.045477875,3,2019.0,1,0.010151774,482.29242
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,3478,23.1,964357760.0,2.0,21523.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2023,0.07848456,1,2023.0,1,0.008484112,145.63261
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,USWB11302648,3489,23.1,718634940.0,116033.0,31380421.0,65.0,88651550.0,872188.0,220691.0,63662770.0,429272415.0,30042463.0,64.0,49011.0,625.0,42.0,160808.0,11.0,524355500.0,700893.0,14696611.0,1,2013,0.058663566,2,2013.0,11,0.009838395,288.46884
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,3497,23.1,224376030.0,65837.0,16010323.0,56.0,67524030.0,880646.0,28152.0,15485348.0,205572867.0,491741705.0,28.0,28104.0,103.0,17.0,45115.0,9.0,10975482.0,3861.0,581658.0,1,2022,0.019067502,0,2022.0,8,0.013041978,550.0426
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,TCADS1892866,3496,23.1,77999.0,96.0,7682.0,67.0,1174983800.0,6804449.0,182200.0,433.0,6457.0,166548749.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2018,0.024000779,1,2018.0,4,0.0057911007,0.0023819848
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,GBUM72200352,3484,23.1,135976140.0,41454.0,4335379.0,69.0,37952420.0,465940.0,3074.0,1344946.0,14785534.0,6852259.0,22.0,3782.0,3.0,1.0,1382.0,2.0,2998363.0,3325.0,390413.0,0,2023,0.011380449,0,2023.0,1,0.012276977,437.38113
Feel It Still,Woodstock,Portugal. The Man,6/15/2017,USAT21700438,3492,23.1,1303019000.0,239.0,18020.0,35.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,309.0,5953.5,86.0,15.0,237120.5,4.0,677785992.0,228376.0,21207408.0,0,2017,0.104851,1,2017.0,2,0.008484112,145.63261
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,QZA742002508,3481,23.1,169376110.0,37282.0,5544584.0,35.0,485978370.0,7474199.0,481594.0,84039890.0,728033853.0,309404629.0,12.0,5773.0,86.0,5.0,22966.0,17.0,4875023.0,8123.0,1192023.0,1,2020,0.024304379,2,2020.0,3,0.015379697,174.50325
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,QZ22S1800057,3499,23.1,457252350.0,58811.0,6992809.0,70.0,284333100.0,1250573.0,152118.0,25018656.0,226942604.0,162713583.0,14.0,946.0,86.0,2.0,3288.0,7.0,189236636.0,95208.0,821584.0,0,2019,0.041760985,2,2019.0,20,0.004398271,164.46767
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,3495,23.1,360149060.0,49439.0,8856237.0,69.0,94595490.0,955663.0,32000.0,21771828.0,154135701.0,31810445.0,11.0,681.0,86.0,15.0,237120.5,2.0,14011928.0,17893.0,290721.0,0,2022,0.030280204,1,2022.0,60,0.010102638,680.3484
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/2024,USA2P2432334,3494,23.1,8104357.0,456.0,36732009.0,68.0,9180171.0,67291.0,182200.0,26534406.0,265917250.0,98142716.0,3.0,5953.5,86.0,1.0,33919.0,17.0,12735768.5,7832.0,23137.0,0,2024,0.0011951217,0,2024.0,8,0.0073301457,145.63261
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,KRA302300278,3485,23.1,67887030.0,5721.0,6337730.0,67.0,106807096.0,1208052.0,32698.0,61647210.0,430468374.0,617159135.0,7.0,1289.0,86.0,3.0,229974.0,10.0,49008.0,152.0,170700.0,0,2023,0.008341775,0,2023.0,3,0.011310606,1885.2935
Heat,Heat (feat. Gunna),Gunna,6/20/2019,USRC11901581,3486,23.1,174090980.0,34958.0,4874126.0,55.0,353442050.0,2306325.0,47184.0,2178301.0,26278533.0,58837438.0,31.0,117118.0,1.0,9.0,76742.0,12.0,227151889.0,70080.0,2095650.0,1,2019,0.020802448,1,2019.0,15,0.0065253302,46.16514
Birds In The Sky,Birds In The Sky - Single,New Era,12/8/2023,GBAHT2301496,3480,23.1,21664308.0,2953.0,13358420.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,22.0,7422.0,86.0,14.0,2501861.0,31.0,12735768.5,7832.0,126086.0,0,2023,0.00509123,0,2023.0,1,0.008484112,145.63261
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800570,3488,23.1,995463500.0,139596.0,44549966.0,78.0,283348540.0,3003483.0,32188.0,23839570.0,175752903.0,4107073.0,28.0,283.0,86.0,20.0,255988.0,17.0,18564718.0,7254.0,3364449.0,0,2018,0.08362652,2,2018.0,31,0.010599962,740.61237
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,4/19/2024,USZXT2454115,3490,23.1,9591249.0,4565.0,35057668.0,67.0,339265.0,6058.0,182200.0,26534406.0,265917250.0,98142716.0,16.0,3654.0,3.0,19.0,345819.0,36.0,4695.0,19.0,80244.0,0,2024,0.0011303399,0,2024.0,2,0.017859142,145.63261
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/2024,QMRSZ2400819,3482,23.1,2378738.0,544.0,2536543.0,67.0,261611.0,5555.0,182200.0,26534406.0,265917250.0,98142716.0,12.0,11504.0,3.0,2.0,251953.0,37.0,2043207.0,278.0,31828.0,0,2024,0.0005672247,0,2024.0,3,0.021237558,145.63261
Bar,Bar,TINI,11/11/2021,USHR12142718,3487,23.1,231155440.0,33491.0,8783650.0,54.0,314218850.0,1831905.0,155.0,4004.0,72618.0,55444647.0,22.0,6476.0,297.0,11.0,86670.0,11.0,142174.0,205.0,313366.0,0,2021,0.024413329,1,2021.0,6,0.0058300323,25.673077
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,1/25/2023,FR10S2319442,3498,23.1,17745592.0,2837.0,283039.0,47.0,172379460.0,1396751.0,583900.0,62524028.0,749416523.0,98142716.0,6.0,32.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,62461.0,1,2023,0.0057895468,2,2023.0,1,0.008102776,107.07984
Case,Ghost,Diljit Dosanjh,9/29/2023,TCAHK2379738,3479,23.1,48353670.0,7078.0,4725307.0,67.0,97635700.0,720820.0,182200.0,357879.0,5805614.0,30508935.0,8.0,369.0,86.0,15.0,237120.5,7.0,66498.0,64.0,69548.0,0,2023,0.005763408,0,2023.0,5,0.0073827608,1.9642043
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/2023,INC622212231,3491,23.1,29171226.0,1511.0,3365447.0,67.0,84972870.0,1156897.0,182200.0,26534406.0,265917250.0,182268973.0,1.0,5953.5,86.0,15.0,237120.5,8.0,12735768.5,7832.0,854584.0,0,2023,0.004383073,0,2023.0,1,0.01361491,145.63261
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/2021,BRWMB2100422,3493,23.1,74338190.0,12229.0,3938315.0,45.0,85204120.0,792210.0,2417878.0,167650200.0,2134165382.0,428427646.0,18.0,2717.0,2.0,33.0,156530.0,9.0,183.0,7832.0,203455.0,0,2021,0.009908107,1,2021.0,1,0.009297801,69.337715
As It Was,As It Was - Single,Hundreds,3/24/2023,DETO32300012,3483,23.1,479006.0,111.0,76454.0,35.0,236027940.0,2149041.0,182200.0,26534406.0,265917250.0,7225289.0,1.0,161.0,86.0,1.0,2451.0,17.0,12735768.5,7832.0,854584.0,0,2023,0.005233997,1,2023.0,1,0.009105032,145.63261
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/2014,TCABX1403338,3524,23.0,239850720.0,342.0,115537.0,35.0,2049579300.0,2525179.0,182200.0,26534406.0,265917250.0,162444563.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2014,0.0609055,1,2014.0,1,0.0012320479,145.63261
Sial,fï¿½ï¿½,Mahalini,1/23/2023,FR10S2380774,3525,23.0,324327600.0,13022.0,4228094.0,75.0,97061420.0,500989.0,449308.0,131329736.0,1614389086.0,45212529.0,8.0,5387.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,97349.0,0,2023,0.029097408,2,2023.0,3,0.005161577,292.2927
Pelele,Pelele,Morad,12/24/2021,QMFMF2131945,3508,23.0,153262130.0,62043.0,3300200.0,64.0,105229864.0,923515.0,360974.0,61225740.0,777095126.0,95438.0,11.0,4605.0,18.0,2.0,26431.0,5.0,6486.0,7832.0,631030.0,0,2021,0.014950452,1,2021.0,3,0.008776178,169.61214
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/2023,INS182303704,3519,23.0,26192176.0,1252.0,1466065.0,67.0,83675430.0,568393.0,182200.0,26534406.0,265917250.0,331489524.0,6.0,799.0,86.0,15.0,237120.5,13.0,12735768.5,7832.0,53388.0,0,2023,0.004124644,0,2023.0,3,0.006792842,145.63261
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222553,3517,23.0,89487500.0,7595.0,3622886.0,66.0,64767620.0,301091.0,896706.0,29472860.0,466245707.0,1327214.0,5.0,310.0,86.0,1.0,238980.0,8.0,6070386.0,1591.0,186834.0,0,2023,0.0087081,1,2023.0,32,0.004648804,32.86788
Krippy Kush,Krippy Kush,Farruko,8/4/2017,USSD11700349,3500,23.0,261207310.0,29638.0,8623457.0,56.0,1008664600.0,6613034.0,236451.0,36410656.0,251282695.0,158479261.0,31.0,2716.0,16.0,21.0,221739.0,22.0,71133130.0,53108.0,1577890.0,1,2017,0.041451536,3,2017.0,6,0.006556228,153.98752
Do It,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400007,3503,23.0,58509910.0,11523.0,11610664.0,67.0,971307.0,26740.0,182200.0,7537500.0,62692000.0,98142716.0,3.0,2925.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,92765.0,1,2024,0.0046820506,0,2024.0,15,0.027530918,41.369152
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2/23/2024,USLZJ2475867,3518,23.0,95980260.0,6191.0,39878495.0,79.0,16013821.0,177114.0,182200.0,26534406.0,265917250.0,1136738.0,7.0,5953.5,86.0,29.0,15563020.0,18.0,12735768.5,7832.0,24463.0,0,2024,0.008176246,0,2024.0,1,0.011060133,145.63261
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208786,3521,23.0,134971920.0,58239.0,5643840.0,64.0,8374578.0,77621.0,5871.0,5401097.0,34056492.0,98142716.0,5.0,248.0,10.0,15.0,237120.5,5.0,2207651.0,597.0,854584.0,1,2022,0.010755843,0,2022.0,15,0.009268764,919.80554
Cuaderno,Climaxxx,Dalex,5/10/2019,QM9WM1900130,3511,23.0,415170980.0,57071.0,15542644.0,63.0,618739500.0,3018799.0,106464.0,10874942.0,72178937.0,27037557.0,54.0,2681.0,86.0,6.0,35291.0,4.0,8770761.0,3632.0,882993.0,1,2019,0.045112945,2,2019.0,5,0.0048789517,102.145706
Leja Re,Leja Re,Dhvani Bhanushali,11/24/2018,INS181802759,3504,23.0,64612904.0,7444.0,1576312.0,55.0,1035234300.0,6201188.0,182200.0,1418.0,8550.0,95977596.0,7.0,225.0,86.0,15.0,237120.5,2.0,12735768.5,7832.0,136790.0,0,2018,0.026171273,1,2018.0,2,0.005990131,0.007788102
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,6/1/2024,ROGRA2400380,3522,23.0,881858.0,75.0,194541.0,53.0,7429733.0,106911.0,182200.0,26534406.0,265917250.0,98142716.0,1.0,5953.5,86.0,1.0,128640.0,17.0,12735768.5,7832.0,11206.0,0,2024,0.0005970682,0,2024.0,1,0.014389748,145.63261
Paro - Speed Up,Paro (Speed Up),Nej,5/20/2021,FRX282231651,3512,23.0,92866820.0,20834.0,6538674.0,53.0,510081.0,8586.0,3196641.0,483475900.0,6637149421.0,98142716.0,3.0,3.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,1728511.0,1,2021,0.014105798,1,2021.0,2,0.016834548,151.24493
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,USWB12205041,3501,23.0,261905380.0,42715.0,5866774.0,75.0,23316856.0,136558.0,12980.0,2406657.0,16825671.0,19844.0,14.0,45.0,86.0,2.0,9767.0,16.0,20283919.0,8607.0,345080.0,0,2022,0.020900857,1,2022.0,11,0.0058566644,185.3985
Girl,Easy Money Baby,Myke Towers,1/24/2020,QM4TW2040254,3523,23.0,358885100.0,66574.0,10919097.0,70.0,386760000.0,2110339.0,256873.0,40681010.0,384081312.0,20323581.0,35.0,8648.0,86.0,4.0,47015.0,8.0,12496355.0,6427.0,921816.0,1,2020,0.036416717,3,2020.0,12,0.005456459,158.3695
Saving Up,Saving Up,Dom Dolla,10/6/2023,USQX92305379,3516,23.0,68053990.0,21585.0,55905413.0,67.0,1482245.0,22209.0,7007.0,3086204.0,48264636.0,1223.0,34.0,273.0,145.0,30.0,606241.0,22.0,375025.0,411.0,337132.0,0,2023,0.0053723296,0,2023.0,2,0.014984017,440.38315
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,USAT21703429,3505,23.0,973400100.0,172881.0,24951320.0,74.0,320288860.0,2792426.0,101201.0,14078490.0,83669477.0,26594177.0,2.0,487.0,17.0,15.0,237120.5,1.0,12735768.5,7832.0,854584.0,1,2017,0.08252455,2,2017.0,11,0.008718464,139.11278
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,USSM12101091,3502,23.0,331506700.0,116321.0,15413876.0,65.0,22151532.0,381423.0,24736.0,13454627.0,89324319.0,3032466.0,38.0,4038.0,86.0,7.0,224129.0,3.0,9501580.0,5239.0,363790.0,1,2021,0.026452746,1,2021.0,7,0.017218854,543.90704
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/2018,INS181802942,3515,23.0,74027510.0,5648.0,3808001.0,59.0,1014261300.0,4638798.0,182200.0,26534406.0,265917250.0,105077396.0,1.0,1310.0,86.0,15.0,237120.5,2.0,12735768.5,7832.0,168398.0,0,2018,0.026852718,1,2018.0,4,0.004573574,145.63261
LLYLM,LLYLM,ROSALï¿½,1/27/2023,USSM12300114,3513,23.0,163400560.0,25380.0,8516973.0,60.0,37506560.0,368510.0,14073.0,8297832.0,107127704.0,58633125.0,75.0,70787.0,9.0,36.0,410250.0,33.0,773952.0,7832.0,1343247.0,0,2023,0.013605202,0,2023.0,8,0.009825241,589.586
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/2022,INU252204222,3510,23.0,146988100.0,16234.0,2550626.0,59.0,262992740.0,4331524.0,274492.0,4894124.0,69189680.0,826816.0,8.0,259.0,86.0,15.0,237120.5,3.0,99964.0,7832.0,366308.0,1,2022,0.016883818,2,2022.0,3,0.016470132,17.829689
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,6/5/2015,GB28K1500038,3506,23.0,24407534.0,2389.0,473657.0,35.0,1753379100.0,9702237.0,182200.0,26534406.0,265917250.0,297504743.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2015,0.038083367,1,2015.0,1,0.0055334517,145.63261
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,6/10/2022,UKP3G2004606,3514,23.0,433037.0,120.0,15324.0,35.0,386932130.0,889910.0,182200.0,26534406.0,265917250.0,34561.0,4.0,1.0,86.0,15.0,237120.5,17.0,418696.0,737.0,854584.0,0,2022,0.008312091,1,2022.0,1,0.0022999148,145.63261
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,USWL11700273,3520,23.0,603009540.0,60339.0,19082403.0,65.0,752863360.0,1897331.0,25591.0,2655600.0,33166882.0,107154352.0,33.0,13214.0,19.0,32.0,555813.0,42.0,45328272.0,9771.0,1628610.0,0,2018,0.062359385,2,2018.0,3,0.0025201547,103.76684
ART,TYLA,Tyla,3/1/2024,USSM12308662,3507,23.0,46863836.0,3984.0,25998283.0,67.0,17633828.0,366176.0,182200.0,164042.0,2574072.0,135441443.0,45.0,5608.0,16.0,32.0,505601.0,69.0,2186273.0,832.0,221323.0,0,2024,0.004010915,0,2024.0,5,0.020765599,0.90034086
Let's Love,Let's Love,Sia,9/11/2020,UKWLH2000001,3509,23.0,222571020.0,44252.0,11141387.0,57.0,68547280.0,647482.0,851690.0,20613080.0,221346418.0,13295182.0,102.0,229947.0,86.0,73.0,896662.0,22.0,1541516.0,605.0,5019153.0,0,2020,0.019020684,1,2020.0,12,0.0094457865,24.202536
DASH,Fe3O4: BREAK,NMIXX,1/15/2024,US5TA2300179,3530,22.9,40620096.0,2870.0,8114713.0,35.0,59080790.0,673001.0,182200.0,211047.0,1553400.0,564484545.0,7.0,940.0,18.0,6.0,193205.0,15.0,82843.0,88.0,47823.0,0,2024,0.004371881,0,2024.0,2,0.011391214,1.1583252
On My Mind,On My Mind,Diplo,12/13/2019,USZ4V1900134,3526,22.9,287897440.0,146593.0,20526230.0,60.0,68649224.0,853541.0,175051.0,126561680.0,855075576.0,11842376.0,74.0,27171.0,113.0,42.0,165991.0,21.0,7837045.0,6109.0,1261710.0,0,2019,0.025613215,1,2019.0,3,0.012433382,722.99475
Vampiro,Vampiro,Matuï¿,3/29/2022,BXW922100034,3527,22.9,250112780.0,37790.0,7871652.0,67.0,207570990.0,2206717.0,77011.0,12026795.0,81406851.0,27177813.0,18.0,250.0,86.0,29.0,251363.0,5.0,12735768.5,7832.0,124505.0,0,2022,0.023882078,2,2022.0,2,0.010631149,156.16782
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,USUG12306086,3535,22.9,61355850.0,24182.0,4216247.0,67.0,11131343.0,254050.0,5211.0,1366663.0,16120565.0,191669953.0,2.0,276.0,31.0,15.0,237120.5,17.0,636999.0,476.0,141072.0,1,2023,0.0050234767,0,2023.0,68,0.02282303,262.21487
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,5/10/2024,GBUM72402016,3542,22.9,10114922.0,1567.0,19516267.0,74.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,38.0,7781.0,86.0,39.0,1549640.0,93.0,317663.0,14.0,97199.0,0,2024,0.0041920533,0,2024.0,5,0.008484112,145.63261
Delincuente,Delincuente,Tokischa,8/19/2022,RDRAY2200003,3541,22.9,190095490.0,35863.0,12100534.0,68.0,83772680.0,753857.0,358618.0,88295850.0,801557207.0,65010.0,17.0,256.0,86.0,4.0,69817.0,17.0,2203900.0,2615.0,1258357.0,1,2022,0.01776432,1,2022.0,1,0.008998852,246.21074
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/2024,USRC12400579,3531,22.9,30301728.0,2993.0,12990773.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,34.0,13668.0,86.0,19.0,446756.0,57.0,5212163.0,1607.0,165367.0,1,2024,0.0057636956,0,2024.0,3,0.008484112,145.63261
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,DECE72201091,3543,22.9,171920900.0,41774.0,34142715.0,65.0,14115131.0,142485.0,5176.0,2927375.0,51987916.0,1823310.0,39.0,124290.0,86.0,43.0,1531127.0,20.0,763822.0,224.0,1861356.0,0,2022,0.013714605,0,2022.0,2,0.010094557,565.458
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,USQX92301939,3536,22.9,98301770.0,40539.0,4631003.0,63.0,30136124.0,792334.0,4786.0,2486105.0,19817648.0,795416.0,4.0,276.0,86.0,5.0,47877.0,17.0,496043.0,1072.0,120860.0,1,2023,0.008303898,0,2023.0,7,0.026291868,519.34534
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,GB28K1400007,3538,22.9,602359740.0,109606.0,23041032.0,62.0,1099999100.0,5250942.0,22696.0,7842088.0,95570279.0,273766835.0,38.0,9467.0,86.0,35.0,265633.0,7.0,61653955.0,7967.0,8703879.0,0,2014,0.069471434,2,2014.0,1,0.0047735884,345.51215
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364186,3540,22.9,99022910.0,18212.0,7936625.0,67.0,14594444.0,227707.0,182200.0,26534406.0,265917250.0,98142716.0,8.0,378.0,86.0,15.0,237120.5,4.0,2375239.0,611.0,240886.0,1,2023,0.008384146,0,2023.0,60,0.015602374,145.63261
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,INS182303636,3528,22.9,22277518.0,1494.0,2272746.0,67.0,86835990.0,726713.0,182200.0,26534406.0,265917250.0,1418486214.0,9.0,572.0,86.0,15.0,237120.5,11.0,12735768.5,7832.0,53230.0,0,2023,0.0038844116,0,2023.0,3,0.008368811,145.63261
Fever,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000834,3532,22.9,381166300.0,50838.0,9475236.0,57.0,168485710.0,1688852.0,1500542.0,51527630.0,728998950.0,67708098.0,102.0,80249.0,86.0,72.0,1529225.0,17.0,24075812.0,4290.0,2185831.0,0,2020,0.033847973,3,2020.0,17,0.010023717,34.339325
