Review #,Brand,Variety,Style,Country,Points,Top Ten,Price
1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,35.0,,0.79
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,40.0,,1.29
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,50.0,,0.79
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,50.0,,1.29
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,50.0,,1.29
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,47.5,,0.79
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,50.0,,1.29
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,32.5,,0.79
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,35.0,,1.29
1690,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,40.0,,1.79
1689,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,50.0,2016 #7,0.79
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,37.5,,1.79
1687,Wugudaochang,Chef's Grains Millet Noodle,Pack,China,37.5,,0.79
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,35.0,,0.79
1685,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,40.0,,0.79
1684,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,45.0,,1.79
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,50.0,,0.79
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,40.0,,0.79
1681,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,37.5,,1.79
1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,45.0,,0.79
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,35.0,,1.79
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,50.0,,0.79
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,50.0,,0.79
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,42.5,,0.79
1675,Baixiang Noodles,Sauerkraut Flavor,Pack,China,45.0,,0.79
1674,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,35.0,,1.29
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,35.0,,0.79
1672,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,32.5,,1.29
1671,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,50.0,,0.79
1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,37.5,,0.79
1669,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,12.5,,1.29
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,35.0,,1.29
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,50.0,,0.79
1666,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,30.0,,1.29
1665,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,15.0,,0.79
1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,20.0,,0.79
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,40.0,,0.79
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,50.0,,0.79
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,37.5,,1.29
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,30.0,,0.79
1659,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,27.5,,0.79
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,50.0,,1.79
1657,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,27.5,,0.79
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,35.0,,1.29
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,30.0,,0.79
1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,50.0,,0.79
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,50.0,,0.79
1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,50.0,,0.79
1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,37.5,,0.79
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,42.5,,0.79
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,42.5,,0.79
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,42.5,,0.79
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,27.5,,1.29
1646,New Way,Spaghetti Instant Noodles,Tray,Vietnam,40.0,,2.19
1645,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,37.5,,1.79
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,20.0,,1.79
1643,Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,35.0,,1.29
1642,Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,2.5,,1.29
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0.0,,1.79
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,20.0,,0.79
1639,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,37.5,,1.29
1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,50.0,2015 #10,0.79
1637,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,30.0,,0.79
1636,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,32.5,,0.79
1635,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,27.5,,0.79
1634,Samyang Foods,Shoyu Noodle,Cup,South Korea,35.0,,1.29
1633,A-One,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,35.0,,1.29
1632,Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,30.0,,0.79
1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,40.0,,1.79
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,25.0,,1.79
1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,35.0,,1.79
1628,Azami,Kimchee Noodle Soup,Cup,Canada,0.0,,1.29
1627,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,25.0,,1.79
1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,27.5,,1.79
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,50.0,,1.79
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,30.0,,0.79
1623,MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,50.0,,0.79
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,40.0,,0.79
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,30.0,,1.79
1620,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,32.5,,0.79
1619,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,37.5,,0.79
1618,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,25.0,,0.79
1617,MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,50.0,2015 #7,0.79
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,35.0,,0.79
1615,Hankow,Shanghai Kaiyang Noodle,Pack,China,40.0,,0.79
1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,50.0,,0.79
1613,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,32.5,,1.79
1612,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,32.5,,0.79
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,40.0,,1.79
1610,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,30.0,,0.79
1609,Mitoku,Brown Rice Ramen,Pack,Japan,2.5,,0.79
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,45.0,,0.79
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,27.5,,1.79
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,40.0,,0.79
1605,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,35.0,,0.79
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,10.0,,0.79
1603,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,50.0,,0.79
1602,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,35.0,,0.79
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,50.0,,0.79
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,50.0,,0.79
1599,Nissin,Top Ramen Super Noodles Tomato,Pack,India,35.0,,0.79
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,40.0,,1.29
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,40.0,,2.19
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,30.0,,0.79
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,50.0,,0.79
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,22.5,,1.29
1593,Nongshim,Tteokgukmyun,Pack,South Korea,42.5,,0.79
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,50.0,,0.79
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,35.0,,0.79
1590,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,37.5,,0.79
1589,E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,37.5,,0.79
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,35.0,,0.79
1587,Mi E-Zee,Plain Noodles,Pack,Malaysia,,,0.79
1586,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,37.5,,0.79
1585,CarJEN,Nyonya Curry Laksa,Pack,Malaysia,50.0,2015 #4,0.79
1584,E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,37.5,,0.79
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,40.0,,0.79
1582,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,40.0,,0.79
1581,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,27.5,,0.79
1580,Emart,Dare You! Habanero Ramen (New Edition),Pack,South Korea,37.5,,0.79
1579,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,40.0,,0.79
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,40.0,,1.79
1577,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,37.5,,0.79
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,37.5,,0.79
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,50.0,,1.79
1574,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,35.0,,0.79
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,47.5,,1.79
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,37.5,,0.79
1571,Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,35.0,,0.79
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,50.0,,1.79
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,40.0,,0.79
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,35.0,,1.29
1567,Nissin,Emergency Cup Noodle,Cup,Japan,42.5,,1.29
1566,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,32.5,,1.29
1565,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,25.0,,0.79
1564,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,30.0,,1.29
1563,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,USA,42.5,,0.79
1562,Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,27.5,,0.79
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,45.0,,0.79
1560,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,37.5,,2.19
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,40.0,,0.79
1558,No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,20.0,,1.29
1557,Hao Way,Penang Laksa ,Pack,Malaysia,35.0,,0.79
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,37.5,,0.79
1555,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,35.0,,0.79
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,30.0,,0.79
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,37.5,,0.79
1552,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,35.0,,0.79
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,35.0,,1.79
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,50.0,,0.79
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,50.0,,0.79
1548,Samyang Foods,Curry Noodle,Cup,Japan,37.5,,1.29
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,42.5,,1.79
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,35.0,,0.79
1545,Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,50.0,,0.79
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,USA,15.0,,2.19
1543,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,37.5,,0.79
1542,Koka,Noodles Beef Flavour,Cup,Singapore,25.0,,1.29
1541,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,37.5,,0.79
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,42.5,,0.79
1539,New Touch,Kimchi Noodle,Bowl,Japan,35.0,,1.79
1538,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,45.0,,0.79
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,37.5,,0.79
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,32.5,,0.79
1535,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,35.0,,0.79
1534,Vit's,Seafood Instant Noodles,Pack,Malaysia,37.5,,0.79
1533,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,37.5,,0.79
1532,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,45.0,,0.79
1531,Lucky Me!,Special Instant sopas Chicken Flavor,Pack,Philippines,37.5,,0.79
1530,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,40.0,,0.79
1529,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,40.0,,0.79
1528,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,32.5,,1.29
1527,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,45.0,,0.79
1526,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,37.5,,0.79
1525,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,37.5,,1.29
1524,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,35.0,,0.79
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,50.0,,1.79
1522,Vifon,Instant Porridge Seafood Flavour,Pack,Vietnam,32.5,,0.79
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,50.0,2015 #9,2.19
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,30.0,,0.79
1519,Ching's Secret,Manchurian Instant Noodles,Pack,India,35.0,,0.79
1518,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,45.0,,0.79
1517,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,35.0,,0.79
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,37.5,,0.79
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,40.0,,0.79
1514,Maggi,Royale Penang Seafood Curry,Pack,Malaysia,45.0,,0.79
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,40.0,,0.79
1512,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,17.5,,0.79
1511,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,32.5,,0.79
1510,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,32.5,,0.79
1509,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,35.0,,1.79
1508,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,50.0,2015 #6,0.79
1507,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,35.0,,0.79
1506,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,37.5,,0.79
1505,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,32.5,,0.79
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,42.5,,0.79
1503,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,32.5,,1.79
1502,JML,Artificial Pork Flavor Noodles,Pack,China,40.0,,0.79
1501,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,32.5,,2.19
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,50.0,2015 #1,0.79
1499,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,32.5,,0.79
1498,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,35.0,,0.79
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,35.0,,1.29
1496,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,45.0,,0.79
1495,Super,Instant Noodles Mee Goreng,Cup,Malaysia,37.5,,1.29
1494,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,35.0,,1.29
1493,Maruchan,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,42.5,,1.79
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,40.0,,0.79
1491,Ottogi,Potato Ramen,Pack,South Korea,37.5,,0.79
1490,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,35.0,,1.29
1489,Maggi,Multigrainz Noodles Spice Remix,Pack,India,32.5,,0.79
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,50.0,,0.79
1487,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,32.5,,0.79
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,50.0,,0.79
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,50.0,,0.79
1484,Ibumie,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,37.5,,0.79
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,40.0,,0.79
1482,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,40.0,,0.79
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,35.0,,0.79
1480,Paldo,Jjol Bibim Men,Pack,South Korea,40.0,,0.79
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,35.0,,1.29
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,40.0,,0.79
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,40.0,,0.79
1476,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,35.0,,0.79
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,32.5,,1.29
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,40.0,,0.79
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,50.0,,1.29
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,37.5,,0.79
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,50.0,2013 #10,0.79
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,35.0,,1.29
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,32.5,,0.79
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,50.0,,1.29
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,45.0,,0.79
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,50.0,2015 #8,0.79
1465,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,35.0,,0.79
1464,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,47.5,,0.79
1463,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,35.0,,1.29
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,22.5,,1.79
1461,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,40.0,,1.29
1460,Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,37.5,,0.79
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,40.0,,1.29
1458,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,37.5,,1.79
1457,Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,37.5,,0.79
1456,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,35.0,,1.29
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,37.5,,0.79
1454,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,40.0,,1.29
1453,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,50.0,,0.79
1452,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,37.5,,1.79
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,40.0,,1.29
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,50.0,,0.79
1449,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,40.0,,1.29
1448,Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,42.5,,0.79
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,40.0,,1.29
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,45.0,,2.19
1445,MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,50.0,,0.79
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,35.0,,1.29
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,42.5,,0.79
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,35.0,,0.79
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,35.0,,1.79
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,30.0,,0.79
1439,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,35.0,,0.79
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,35.0,,0.79
1437,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,30.0,,0.79
1436,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,35.0,,1.29
1435,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,40.0,,0.79
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,35.0,,1.29
1433,Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,37.5,,0.79
1432,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,50.0,,0.79
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,50.0,,0.79
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,40.0,,1.79
1429,Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,35.0,,0.79
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,30.0,,0.79
1427,Osaka Ramen,Miso Ramen,Bowl,USA,37.5,,1.79
1426,Ottogi,Cheese Bokki,Bowl,South Korea,40.0,,1.79
1425,Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,45.0,,0.79
1424,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,15.0,,0.79
1423,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,30.0,,0.79
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,30.0,,2.19
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,27.5,,1.29
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,37.5,,0.79
1419,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,35.0,,1.29
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,10.0,,0.79
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,17.5,,0.79
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,20.0,,0.79
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,5.0,,0.79
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,50.0,,0.79
1413,Chering Chang,Curry La-Men,Pack,Taiwan,50.0,,0.79
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,40.0,,0.79
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,40.0,,0.79
1410,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,32.5,,0.79
1409,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,35.0,,0.79
1408,Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,35.0,,1.29
1407,Annie Chun's,Ramen House Thai Coconut Ramen,Pack,USA,50.0,,0.79
